SOURCE,SURVERYPERIOD,DATEFORMATTED,SAMPLE,FAVORABLE,UNFAVORABLE,MARGIN,CANDIDATE,DAYS_TO_GENERAL_ELECTION,ELECTION_YEAR,ELECTION_DATE
Monmouth,6/11 - 6/14,6/14/2015,829 RV,15,24,-9,BERNIE,513,2016,11/8/2016
Monmouth,10/15 - 10/18,10/18/2015,836 RV,41,48,-7,HRC,387,2016,11/8/2016
Monmouth,10/15 - 10/18,10/18/2015,836 RV,32,50,-18,TRUMP,387,2016,11/8/2016
Monmouth,10/15 - 10/18,10/18/2015,836 RV,35,30,5,BERNIE,387,2016,11/8/2016
Monmouth,3/17 - 3/20,3/20/2016,848 RV,40,51,-11,HRC,233,2016,11/8/2016
Monmouth,3/17 - 3/20,3/20/2016,848 RV,30,60,-30,TRUMP,233,2016,11/8/2016
Monmouth,3/17 - 3/20,3/20/2016,848 RV,48,37,11,BERNIE,233,2016,11/8/2016
Monmouth,6/15 - 6/19,6/19/2016,803 RV,36,52,-16,HRC,142,2016,11/8/2016
Monmouth,6/15 - 6/19,6/19/2016,803 RV,28,57,-29,TRUMP,142,2016,11/8/2016
Monmouth,7/14 - 7/16,7/16/2016,688 LV,35,54,-19,HRC,115,2016,11/8/2016
Monmouth,7/14 - 7/16,7/16/2016,688 LV,33,54,-21,TRUMP,115,2016,11/8/2016
Monmouth,8/4 - 8/7,8/7/2016,683 LV,42,49,-7,HRC,93,2016,11/8/2016
Monmouth,8/4 - 8/7,8/7/2016,683 LV,28,61,-33,TRUMP,93,2016,11/8/2016
Monmouth,8/25 - 8/28,8/28/2016,689 LV,37,51,-14,HRC,72,2016,11/8/2016
Monmouth,8/25 - 8/28,8/28/2016,689 LV,29,57,-28,TRUMP,72,2016,11/8/2016
Monmouth,9/22 - 9/25,9/25/2016,729 LV,38,54,-16,HRC,44,2016,11/8/2016
Monmouth,9/22 - 9/25,9/25/2016,729 LV,34,56,-22,TRUMP,44,2016,11/8/2016
Monmouth,10/14 - 10/16,10/16/2016,726 LV,41,50,-9,HRC,23,2016,11/8/2016
Monmouth,10/14 - 10/16,10/16/2016,726 LV,27,62,-35,TRUMP,23,2016,11/8/2016
Monmouth,11/3 - 11/6,11/6/2016,748 LV,37,54,-17,HRC,2,2016,11/8/2016
Monmouth,11/3 - 11/6,11/6/2016,748 LV,34,55,-21,TRUMP,2,2016,11/8/2016
Monmouth,1/12 - 1/15,1/15/2017,708 RV,35,45,-10,TRUMP,1388,2020,11/3/2020
Monmouth,12/4 - 12/8,12/8/2019,838 RV,43,50,-7,BIDEN,331,2020,11/3/2020
Monmouth,12/4 - 12/8,12/8/2019,838 RV,46,52,-6,TRUMP,331,2020,11/3/2020
Monmouth,12/4 - 12/8,12/8/2019,838 RV,41,54,-13,BERNIE,331,2020,11/3/2020
Monmouth,1/16 - 1/20,1/20/2020,847 RV,42,49,-7,BIDEN,288,2020,11/3/2020
Monmouth,1/16 - 1/20,1/20/2020,847 RV,43,55,-12,TRUMP,288,2020,11/3/2020
Monmouth,1/16 - 1/20,1/20/2020,847 RV,41,52,-11,BERNIE,288,2020,11/3/2020
NBC News/Marist,1/12 - 1/14,1/14/2014,1039 RV,51,39,12,HRC,1029,2016,11/8/2016
NBC/WSJ,2/14 - 2/16,2/16/2016,800 RV,42,35,7,BERNIE,266,2016,11/8/2016
NBC/WSJ,2/14 - 2/16,2/16/2016,800 RV,37,50,-13,HRC,266,2016,11/8/2016
NBC/WSJ,2/14 - 2/16,2/16/2016,800 RV,28,59,-31,TRUMP,266,2016,11/8/2016
NBC/WSJ,4/10 - 4/14,4/14/2016,1000 RV,32,56,-24,HRC,208,2016,11/8/2016
NBC/WSJ,4/10 - 4/14,4/14/2016,1000 RV,24,65,-41,TRUMP,208,2016,11/8/2016
NBC/WSJ,4/10 - 4/14,4/14/2016,1000 RV,45,36,9,BERNIE,208,2016,11/8/2016
NBC/WSJ,5/15 - 5/19,5/19/2016,1000 RV,34,54,-20,HRC,173,2016,11/8/2016
NBC/WSJ,5/15 - 5/19,5/19/2016,1000 RV,29,58,-29,TRUMP,173,2016,11/8/2016
NBC/WSJ,6/19 - 6/23,6/23/2016,1000 RV,33,55,-22,HRC,138,2016,11/8/2016
NBC/WSJ,6/19 - 6/23,6/23/2016,1000 RV,29,60,-31,TRUMP,138,2016,11/8/2016
NBC/WSJ,6/19 - 6/23,6/23/2016,1000 RV,43,34,9,BERNIE,138,2016,11/8/2016
NBC/WSJ,7/9 - 7/13,7/13/2016,1000 RV,34,56,-22,HRC,118,2016,11/8/2016
NBC/WSJ,7/9 - 7/13,7/13/2016,1000 RV,27,60,-33,TRUMP,118,2016,11/8/2016
NBC/WSJ,7/9 - 7/13,7/13/2016,1000 RV,45,32,13,BERNIE,118,2016,11/8/2016
NBC/WSJ,7/31 - 8/3,8/3/2016,800 RV,37,53,-16,HRC,97,2016,11/8/2016
NBC/WSJ,7/31 - 8/3,8/3/2016,800 RV,25,61,-36,TRUMP,97,2016,11/8/2016
NBC/WSJ,9/16 - 9/19,9/19/2016,1000 RV,37,52,-15,HRC,50,2016,11/8/2016
NBC/WSJ,9/16 - 9/19,9/19/2016,1000 RV,28,61,-33,TRUMP,50,2016,11/8/2016
NBC/WSJ,10/8 - 10/9,10/9/2016,500 RV,40,50,-10,HRC,30,2016,11/8/2016
NBC/WSJ,10/8 - 10/9,10/9/2016,500 RV,29,63,-34,TRUMP,30,2016,11/8/2016
NBC/WSJ,10/8 - 10/10,10/10/2016,900 RV,38,51,-13,HRC,29,2016,11/8/2016
NBC/WSJ,10/8 - 10/10,10/10/2016,900 RV,30,53,-23,TRUMP,29,2016,11/8/2016
NBC/WSJ,10/10 - 10/13,10/13/2016,1000 RV,40,50,-10,HRC,26,2016,11/8/2016
NBC/WSJ,10/10 - 10/13,10/13/2016,1000 RV,29,62,-33,TRUMP,26,2016,11/8/2016
NBC/WSJ,11/3 - 11/5,11/5/2016,1282 LV,38,53,-15,HRC,3,2016,11/8/2016
NBC/WSJ,11/3 - 11/5,11/5/2016,1282 LV,33,59,-26,TRUMP,3,2016,11/8/2016
NBC/WSJ,12/12 - 12/15,12/15/2016,1000 A,40,46,-6,TRUMP,1419,2020,11/3/2020
NBC/WSJ,1/12 - 1/15,1/15/2017,1000 A,38,48,-10,TRUMP,1388,2020,11/3/2020
NBC/WSJ,2/18 - 2/22,2/22/2017,1000 A,43,47,-4,TRUMP,1350,2020,11/3/2020
NBC/WSJ,5/11 - 5/13,5/13/2017,800 A,38,52,-14,TRUMP,1270,2020,11/3/2020
NBC/WSJ,6/17 - 6/20,6/20/2017,900 A,38,50,-12,TRUMP,1232,2020,11/3/2020
NBC/WSJ,9/14 - 9/18,9/18/2017,900 A,39,49,-10,TRUMP,1142,2020,11/3/2020
NBC/WSJ,12/13 - 12/15,12/15/2017,900 A,37,54,-17,TRUMP,1054,2020,11/3/2020
NBC/WSJ,1/13 - 1/17,1/17/2018,900 A,36,56,-20,TRUMP,1021,2020,11/3/2020
NBC/WSJ,3/10 - 3/14,3/14/2018,1100 A,37,52,-15,TRUMP,965,2020,11/3/2020
NBC/WSJ,4/8 - 4/11,4/11/2018,900 A,35,53,-18,TRUMP,937,2020,11/3/2020
NBC/WSJ,6/1 - 6/4,6/4/2018,900 RV,40,51,-11,TRUMP,883,2020,11/3/2020
NBC/WSJ,7/15 - 7/18,7/18/2018,900 RV,40,52,-12,TRUMP,839,2020,11/3/2020
NBC/WSJ,8/18 - 8/22,8/22/2018,900 RV,40,50,-10,TRUMP,804,2020,11/3/2020
NBC/WSJ,10/14 - 10/17,10/17/2018,900 RV,42,51,-9,TRUMP,748,2020,11/3/2020
NBC/WSJ,11/1 - 11/3,11/3/2018,1000 RV,41,52,-11,TRUMP,731,2020,11/3/2020
NBC/WSJ,12/9 - 12/12,12/12/2018,900 A,37,52,-15,TRUMP,692,2020,11/3/2020
NBC/WSJ,1/20 - 1/23,1/23/2019,900 A,39,51,-12,TRUMP,650,2020,11/3/2020
NBC/WSJ,2/24 - 2/27,2/27/2019,900 A,42,50,-8,TRUMP,615,2020,11/3/2020
NBC/WSJ,3/23 - 3/27,3/27/2019,1000 A,40,51,-11,TRUMP,587,2020,11/3/2020
NBC/WSJ,4/28 - 5/1,5/1/2019,900 A,39,49,-10,TRUMP,552,2020,11/3/2020
NBC/WSJ,8/10 - 8/14,8/14/2019,1000 A,34,38,-4,BIDEN,447,2020,11/3/2020
NBC/WSJ,8/10 - 8/14,8/14/2019,1000 A,39,53,-14,TRUMP,447,2020,11/3/2020
NBC/WSJ,8/10 - 8/14,8/14/2019,1000 A,37,40,-3,BERNIE,447,2020,11/3/2020
NBC/WSJ,9/13 - 9/16,9/16/2019,900 RV,41,51,-10,TRUMP,414,2020,11/3/2020
NBC/WSJ,10/4 - 10/6,10/6/2019,800 A,33,34,-1,BIDEN,394,2020,11/3/2020
NBC/WSJ,10/4 - 10/6,10/6/2019,800 A,38,53,-15,TRUMP,394,2020,11/3/2020
NBC/WSJ,10/27 - 10/30,10/30/2019,720 RV,40,53,-13,TRUMP,370,2020,11/3/2020
NBC/WSJ,3/11 - 3/13,3/13/2020,900 RV,42,51,-9,TRUMP,235,2020,11/3/2020
NBC/WSJ,3/11 - 3/13,3/13/2020,900 RV,37,41,-4,BIDEN,235,2020,11/3/2020
NBC/WSJ,3/11 - 3/13,3/13/2020,900 RV,36,45,-9,BERNIE,235,2020,11/3/2020
NBC/WSJ,7/31 - 8/3,8/3/2016,800 RV,51,29,22,BERNIE,97,2016,11/8/2016
NPR/PBS/Marist,6/21 - 6/25,6/25/2017,995 RV,38,56,-18,TRUMP,1227,2020,11/3/2020
NPR/PBS/Marist,11/13 - 11/15,11/15/2017,802 RV,39,55,-16,TRUMP,1084,2020,11/3/2020
NPR/PBS/Marist,1/8 - 1/10,1/10/2018,1092 RV,38,56,-18,TRUMP,1028,2020,11/3/2020
NPR/PBS/Marist,4/10 - 4/13,4/13/2018,827 RV,38,57,-19,TRUMP,935,2020,11/3/2020
NPR/PBS/Marist,7/19 - 7/22,7/22/2018,923 RV,43,52,-9,TRUMP,835,2020,11/3/2020
NPR/PBS/Marist,9/5 - 9/8,9/8/2019,1160 RV,45,46,-1,BIDEN,422,2020,11/3/2020
NPR/PBS/Marist,9/5 - 9/8,9/8/2019,1160 RV,38,55,-17,BERNIE,422,2020,11/3/2020
NPR/PBS/Marist,10/3 - 10/8,10/8/2019,926 RV,42,45,-3,BIDEN,392,2020,11/3/2020
PBS/Marist,9/25 - 9/27,9/27/2017,886 RV,36,57,-21,TRUMP,1133,2020,11/3/2020
Pew Research,12/5 - 12/9,12/9/2012,1503 A,65,29,36,HRC,1430,2016,11/8/2016
Pew Research,10/9 - 10/13,10/13/2013,752 A,56,39,17,HRC,1122,2016,11/8/2016
Pew Research,5/12 - 5/18,5/18/2015,2002 A,49,47,2,HRC,540,2016,11/8/2016
Pew Research,11/30 - 12/5,12/5/2016,1502 A,37,58,-21,TRUMP,1429,2020,11/3/2020
Pew Research,2/7 - 2/12,2/12/2017,1503 A,41,57,-16,TRUMP,1360,2020,11/3/2020
Politico/GWU/Battleground,12/2 - 12/6,12/6/2012,1000 LV,60,35,25,HRC,1433,2016,11/8/2016
Politico/Morning Consult,1/18 - 1/22,1/22/2019,1996 RV,49,33,16,BIDEN,651,2020,11/3/2020
Politico/Morning Consult,1/18 - 1/22,1/22/2019,1996 RV,40,55,-15,TRUMP,651,2020,11/3/2020
Politico/Morning Consult,1/18 - 1/22,1/22/2019,1996 RV,45,38,7,BERNIE,651,2020,11/3/2020
Politico/Morning Consult,1/25 - 1/27,1/27/2019,1997 RV,49,33,16,BIDEN,646,2020,11/3/2020
Politico/Morning Consult,1/25 - 1/27,1/27/2019,1997 RV,40,54,-14,TRUMP,646,2020,11/3/2020
Politico/Morning Consult,1/25 - 1/27,1/27/2019,1997 RV,44,39,5,BERNIE,646,2020,11/3/2020
Politico/Morning Consult,2/1 - 2/2,2/2/2019,1993 RV,52,35,17,BIDEN,640,2020,11/3/2020
Politico/Morning Consult,2/1 - 2/2,2/2/2019,1993 RV,40,56,-16,TRUMP,640,2020,11/3/2020
Politico/Morning Consult,2/1 - 2/2,2/2/2019,1993 RV,48,40,8,BERNIE,640,2020,11/3/2020
Politico/Morning Consult,2/15 - 2/19,2/19/2019,1914 RV,50,32,18,BIDEN,623,2020,11/3/2020
Politico/Morning Consult,2/15 - 2/19,2/19/2019,1914 RV,41,52,-11,TRUMP,623,2020,11/3/2020
Politico/Morning Consult,2/15 - 2/19,2/19/2019,1914 RV,44,38,6,BERNIE,623,2020,11/3/2020
Politico/Morning Consult,2/22 - 2/24,2/24/2019,1994 RV,41,53,-12,TRUMP,618,2020,11/3/2020
Politico/Morning Consult,3/1 - 3/3,3/3/2019,1993 RV,41,53,-12,TRUMP,611,2020,11/3/2020
Politico/Morning Consult,3/8 - 3/10,3/10/2019,1994 RV,39,55,-16,TRUMP,604,2020,11/3/2020
Politico/Morning Consult,3/15 - 3/17,3/17/2019,1991 RV,41,53,-12,TRUMP,597,2020,11/3/2020
Politico/Morning Consult,3/25 - 3/26,3/26/2019,1978 RV,42,54,-12,TRUMP,588,2020,11/3/2020
Politico/Morning Consult,3/29 - 4/1,4/1/2019,1945 RV,44,52,-8,TRUMP,582,2020,11/3/2020
Politico/Morning Consult,4/5 - 4/7,4/7/2019,1992 RV,40,55,-15,TRUMP,576,2020,11/3/2020
Politico/Morning Consult,4/12 - 4/14,4/14/2019,1998 RV,44,51,-7,TRUMP,569,2020,11/3/2020
Politico/Morning Consult,4/19 - 4/21,4/21/2019,1992 RV,48,37,11,BIDEN,562,2020,11/3/2020
Politico/Morning Consult,4/19 - 4/21,4/21/2019,1992 RV,39,55,-16,TRUMP,562,2020,11/3/2020
Politico/Morning Consult,4/28 - 4/29,4/29/2019,1995 RV,41,54,-13,TRUMP,554,2020,11/3/2020
Politico/Morning Consult,5/3 - 5/6,5/6/2019,1990 RV,41,52,-11,TRUMP,547,2020,11/3/2020
Politico/Morning Consult,5/10 - 5/12,5/12/2019,1995 RV,41,55,-14,TRUMP,541,2020,11/3/2020
Politico/Morning Consult,5/17 - 5/19,5/19/2019,1995 RV,41,56,-15,TRUMP,534,2020,11/3/2020
Politico/Morning Consult,5/31 - 6/2,6/2/2019,1997 RV,42,54,-12,TRUMP,520,2020,11/3/2020
Politico/Morning Consult,6/7 - 6/9,6/9/2019,1991 RV,41,55,-14,TRUMP,513,2020,11/3/2020
Politico/Morning Consult,6/14 - 6/16,6/16/2019,1992 RV,41,54,-13,TRUMP,506,2020,11/3/2020
Politico/Morning Consult,6/21 - 6/24,6/24/2019,1991 RV,42,54,-12,TRUMP,498,2020,11/3/2020
Politico/Morning Consult,6/29 - 7/1,7/1/2019,1472 RV,41,54,-13,TRUMP,491,2020,11/3/2020
Politico/Morning Consult,7/12 - 7/14,7/14/2019,1984 RV,40,54,-14,TRUMP,478,2020,11/3/2020
Politico/Morning Consult,7/19 - 7/21,7/21/2019,1992 RV,45,39,6,BIDEN,471,2020,11/3/2020
Politico/Morning Consult,7/19 - 7/21,7/21/2019,1992 RV,39,56,-17,TRUMP,471,2020,11/3/2020
Politico/Morning Consult,7/19 - 7/21,7/21/2019,1992 RV,44,42,2,BERNIE,471,2020,11/3/2020
Politico/Morning Consult,7/25 - 7/25,7/25/2019,1992 RV,40,56,-16,TRUMP,467,2020,11/3/2020
Politico/Morning Consult,7/25 - 7/27,7/27/2019,1994 RV,42,53,-11,TRUMP,465,2020,11/3/2020
Politico/Morning Consult,8/1 - 8/3,8/3/2019,1996 RV,44,51,-7,TRUMP,458,2020,11/3/2020
Politico/Morning Consult,8/5 - 8/7,8/7/2019,1960 RV,40,56,-16,TRUMP,454,2020,11/3/2020
Politico/Morning Consult,8/9 - 8/11,8/11/2019,1993 RV,41,53,-12,TRUMP,450,2020,11/3/2020
Politico/Morning Consult,8/16 - 8/18,8/18/2019,1998 RV,42,53,-11,TRUMP,443,2020,11/3/2020
Politico/Morning Consult,8/23 - 8/25,8/25/2019,1987 RV,41,55,-14,TRUMP,436,2020,11/3/2020
Politico/Morning Consult,9/7 - 9/8,9/8/2019,1998 RV,42,54,-12,TRUMP,422,2020,11/3/2020
Politico/Morning Consult,9/13 - 9/16,9/16/2019,1994 RV,41,54,-13,TRUMP,414,2020,11/3/2020
Politico/Morning Consult,9/20 - 9/22,9/22/2019,1994 RV,42,54,-12,TRUMP,408,2020,11/3/2020
Politico/Morning Consult,9/27 - 9/30,9/30/2019,2488 RV,45,42,3,BIDEN,400,2020,11/3/2020
Politico/Morning Consult,9/27 - 9/30,9/30/2019,2488 RV,40,55,-15,TRUMP,400,2020,11/3/2020
Politico/Morning Consult,9/27 - 9/30,9/30/2019,2488 RV,43,43,0,BERNIE,400,2020,11/3/2020
Politico/Morning Consult,10/7 - 10/8,10/8/2019,1991 RV,41,56,-15,TRUMP,392,2020,11/3/2020
Politico/Morning Consult,10/11 - 10/13,10/13/2019,1993 RV,40,56,-16,TRUMP,387,2020,11/3/2020
Politico/Morning Consult,10/18 - 10/21,10/21/2019,1989 RV,41,55,-14,TRUMP,379,2020,11/3/2020
Politico/Morning Consult,10/25 - 10/28,10/28/2019,1997 RV,42,54,-12,TRUMP,372,2020,11/3/2020
Politico/Morning Consult,11/1 - 11/3,11/3/2019,1983 RV,40,55,-15,TRUMP,366,2020,11/3/2020
Politico/Morning Consult,11/8 - 11/10,11/10/2019,1993 RV,39,46,-7,TRUMP,359,2020,11/3/2020
Politico/Morning Consult,11/15 - 11/17,11/17/2019,1994 RV,41,55,-14,TRUMP,352,2020,11/3/2020
Politico/Morning Consult,11/22 - 11/24,11/24/2019,1988 RV,40,55,-15,TRUMP,345,2020,11/3/2020
Politico/Morning Consult,12/6 - 12/8,12/8/2019,1994 RV,38,58,-20,TRUMP,331,2020,11/3/2020
Politico/Morning Consult,1/4 - 1/5,1/5/2020,1995 RV,41,56,-15,TRUMP,303,2020,11/3/2020
Politico/Morning Consult,2/7 - 1/9,1/9/2020,1996 RV,43,53,-10,TRUMP,299,2020,11/3/2020
Politico/Morning Consult,1/10 - 1/12,1/12/2020,1996 RV,42,55,-13,TRUMP,296,2020,11/3/2020
Politico/Morning Consult,1/17 - 1/19,1/19/2020,1997 RV,43,53,-10,TRUMP,289,2020,11/3/2020
Politico/Morning Consult,1/24 - 1/26,1/26/2020,1992 RV,42,54,-12,TRUMP,282,2020,11/3/2020
Politico/Morning Consult,2/15 - 2/17,2/17/2020,1990 RV,42,52,-10,TRUMP,260,2020,11/3/2020
Politico/Morning Consult,2/21 - 2/23,2/23/2020,1992 RV,43,53,-10,TRUMP,254,2020,11/3/2020
Politico/Morning Consult,2/28 - 3/1,3/1/2020,1992 RV,42,54,-12,TRUMP,247,2020,11/3/2020
Politico/Morning Consult,3/6-3/8,3/8/2020,1992 RV,44,52,-8,TRUMP,240,2020,11/3/2020
Politico/Morning Consult,3/13 - 3/16,3/16/2020,1986 RV,43,54,-11,TRUMP,232,2020,11/3/2020
PPP (D),2/20 - 2/22,2/22/2015,691 RV,45,47,-2,HRC,625,2016,11/8/2016
PPP (D),3/26 - 3/31,3/31/2015,989 RV,41,53,-12,HRC,588,2016,11/8/2016
PPP (D),12/16 - 12/17,12/17/2015,1267 RV,38,55,-17,HRC,327,2016,11/8/2016
PPP (D),12/16 - 12/17,12/17/2015,1267 RV,35,56,-21,TRUMP,327,2016,11/8/2016
PPP (D),12/16 - 12/17,12/17/2015,1267 RV,34,49,-15,BERNIE,327,2016,11/8/2016
PPP (D),2/2 - 2/3,2/3/2016,1236 RV,39,46,-7,BERNIE,279,2016,11/8/2016
PPP (D),2/2 - 2/3,2/3/2016,1236 RV,42,53,-11,HRC,279,2016,11/8/2016
PPP (D),2/2 - 2/3,2/3/2016,1236 RV,30,63,-33,TRUMP,279,2016,11/8/2016
PPP (D),3/24 - 3/26,3/26/2016,1083 RV,37,55,-18,HRC,227,2016,11/8/2016
PPP (D),3/24 - 3/26,3/26/2016,1083 RV,29,63,-34,TRUMP,227,2016,11/8/2016
PPP (D),3/24 - 3/26,3/26/2016,1083 RV,41,48,-7,BERNIE,227,2016,11/8/2016
PPP (D),5/6 - 5/9,5/9/2016,1222 RV,36,55,-19,HRC,183,2016,11/8/2016
PPP (D),5/6 - 5/9,5/9/2016,1222 RV,34,61,-27,TRUMP,183,2016,11/8/2016
PPP (D),5/6 - 5/9,5/9/2016,1222 RV,43,46,-3,BERNIE,183,2016,11/8/2016
PPP (D),6/27 - 6/28,6/28/2016,947 RV,39,54,-15,HRC,133,2016,11/8/2016
PPP (D),6/27 - 6/28,6/28/2016,947 RV,35,58,-23,TRUMP,133,2016,11/8/2016
PPP (D),6/27 - 6/28,6/28/2016,947 RV,44,42,2,BERNIE,133,2016,11/8/2016
PPP (D),7/29 - 7/30,7/30/2016,1276 LV,45,51,-6,HRC,101,2016,11/8/2016
PPP (D),7/29 - 7/30,7/30/2016,1276 LV,36,58,-22,TRUMP,101,2016,11/8/2016
PPP (D),8/26 - 8/28,8/28/2016,881 LV,41,52,-11,HRC,72,2016,11/8/2016
PPP (D),8/26 - 8/28,8/28/2016,881 LV,33,60,-27,TRUMP,72,2016,11/8/2016
PPP (D),9/27 - 9/28,9/28/2016,933 LV,44,52,-8,HRC,41,2016,11/8/2016
PPP (D),9/27 - 9/28,9/28/2016,933 LV,39,55,-16,TRUMP,41,2016,11/8/2016
PPP (D),12/6 - 12/7,12/7/2016,1224 RV,43,51,-8,TRUMP,1427,2020,11/3/2020
PPP (D),1/23 - 1/24,1/24/2017,1043 RV,44,50,-6,TRUMP,1379,2020,11/3/2020
PPP (D),1/30 - 1/31,1/31/2017,725 RV,45,52,-7,TRUMP,1372,2020,11/3/2020
PPP (D),2/7 - 2/8,2/8/2017,712 RV,45,52,-7,TRUMP,1364,2020,11/3/2020
PPP (D),2/21 - 2/22,2/22/2017,941 RV,44,52,-8,TRUMP,1350,2020,11/3/2020
PPP (D),3/10 - 3/12,3/12/2017,808 RV,41,52,-11,TRUMP,1332,2020,11/3/2020
PPP (D),3/27 - 3/28,3/28/2017,677 RV,41,53,-12,TRUMP,1316,2020,11/3/2020
PPP (D),4/17 - 4/18,4/18/2017,648 RV,43,52,-9,TRUMP,1295,2020,11/3/2020
PPP (D),5/12 - 5/14,5/14/2017,692 RV,40,54,-14,TRUMP,1269,2020,11/3/2020
PPP (D),6/9 - 6/11,6/11/2017,811 RV,40,54,-14,TRUMP,1241,2020,11/3/2020
PPP (D),7/14 - 7/17,7/17/2017,836 RV,41,55,-14,TRUMP,1205,2020,11/3/2020
PPP (D),8/18 - 8/21,8/21/2017,887 RV,39,55,-16,TRUMP,1170,2020,11/3/2020
PPP (D),9/22 - 9/25,9/25/2017,865 RV,41,54,-13,TRUMP,1135,2020,11/3/2020
PPP (D),10/27 - 10/29,10/29/2017,572 RV,38,56,-18,TRUMP,1101,2020,11/3/2020
PPP (D),12/11 - 12/12,12/12/2017,862 RV,40,56,-16,TRUMP,1057,2020,11/3/2020
PPP (D),2/9 - 2/11,2/11/2018,687 RV,43,53,-10,TRUMP,996,2020,11/3/2020
PPP (D),3/23 - 3/25,3/25/2018,846 RV,41,53,-12,TRUMP,954,2020,11/3/2020
PPP (D),6/8 - 6/10,6/10/2018,679 RV,39,58,-19,TRUMP,877,2020,11/3/2020
PPP (D),1/19 - 1/21,1/21/2019,760 RV,40,57,-17,TRUMP,652,2020,11/3/2020
PPP (D),3/27 - 3/28,3/28/2019,846 RV,42,54,-12,TRUMP,586,2020,11/3/2020
Quinnipiac,1/30 - 2/4,2/4/2013,1772 RV,61,34,27,HRC,1373,2016,11/8/2016
Quinnipiac,5/22 - 5/28,5/28/2013,1419 RV,52,40,12,HRC,1260,2016,11/8/2016
Quinnipiac,6/28 - 7/8,7/8/2013,2014 RV,55,38,17,HRC,1219,2016,11/8/2016
Quinnipiac,9/23 - 9/29,9/29/2013,1497 RV,56,36,20,HRC,1136,2016,11/8/2016
Quinnipiac,12/3 - 12/9,12/9/2013,RV,53,42,11,HRC,1065,2016,11/8/2016
Quinnipiac,1/15 - 1/19,1/19/2014,1933 RV,51,40,11,HRC,1024,2016,11/8/2016
Quinnipiac,6/24 - 6/30,6/30/2014,1446 RV,48,43,5,HRC,862,2016,11/8/2016
Quinnipiac,11/18 - 11/23,11/23/2014,1623 RV,50,45,5,HRC,716,2016,11/8/2016
Quinnipiac,2/26 - 3/2,3/2/2015,1286 RV,48,45,3,HRC,617,2016,11/8/2016
Quinnipiac,4/16 - 4/21,4/21/2015,1353 RV,46,47,-1,HRC,567,2016,11/8/2016
Quinnipiac,5/19 - 5/26,5/26/2015,1711 RV,45,47,-2,HRC,532,2016,11/8/2016
Quinnipiac,5/19 - 5/26,5/26/2015,1711 RV,20,69,-49,TRUMP,532,2016,11/8/2016
Quinnipiac,5/19 - 5/26,5/26/2015,1711 RV,19,18,1,BERNIE,532,2016,11/8/2016
Quinnipiac,9/17 - 9/21,9/21/2015,1574 RV,41,55,-14,HRC,414,2016,11/8/2016
Quinnipiac,9/17 - 9/21,9/21/2015,1574 RV,36,57,-21,TRUMP,414,2016,11/8/2016
Quinnipiac,9/17 - 9/21,9/21/2015,1574 RV,35,28,7,BERNIE,414,2016,11/8/2016
Quinnipiac,11/23 - 11/30,11/30/2015,1473 RV,44,51,-7,HRC,344,2016,11/8/2016
Quinnipiac,11/23 - 11/30,11/30/2015,1473 RV,35,57,-22,TRUMP,344,2016,11/8/2016
Quinnipiac,11/23 - 11/30,11/30/2015,1473 RV,44,31,13,BERNIE,344,2016,11/8/2016
Quinnipiac,12/16 - 12/20,12/20/2015,1140 RV,43,51,-8,HRC,324,2016,11/8/2016
Quinnipiac,12/16 - 12/20,12/20/2015,1140 RV,33,59,-26,TRUMP,324,2016,11/8/2016
Quinnipiac,12/16 - 12/20,12/20/2015,1140 RV,40,31,9,BERNIE,324,2016,11/8/2016
Quinnipiac,2/10 - 2/15,2/15/2016,1342 RV,51,36,15,BERNIE,267,2016,11/8/2016
Quinnipiac,2/10 - 2/15,2/15/2016,1342 RV,37,58,-21,HRC,267,2016,11/8/2016
Quinnipiac,2/10 - 2/15,2/15/2016,1342 RV,37,57,-20,TRUMP,267,2016,11/8/2016
Quinnipiac,3/16 - 3/21,3/21/2016,1451 RV,39,56,-17,HRC,232,2016,11/8/2016
Quinnipiac,3/16 - 3/21,3/21/2016,1451 RV,33,61,-28,TRUMP,232,2016,11/8/2016
Quinnipiac,3/16 - 3/21,3/21/2016,1451 RV,50,37,13,BERNIE,232,2016,11/8/2016
Quinnipiac,5/24 - 5/30,5/30/2016,1561 RV,37,57,-20,HRC,162,2016,11/8/2016
Quinnipiac,5/24 - 5/30,5/30/2016,1561 RV,34,59,-25,TRUMP,162,2016,11/8/2016
Quinnipiac,6/21 - 6/27,6/27/2016,1610 RV,37,57,-20,HRC,134,2016,11/8/2016
Quinnipiac,6/21 - 6/27,6/27/2016,1610 RV,34,57,-23,TRUMP,134,2016,11/8/2016
Quinnipiac,8/18 - 8/24,8/24/2016,1498 LV,41,53,-12,HRC,76,2016,11/8/2016
Quinnipiac,8/18 - 8/24,8/24/2016,1498 LV,33,61,-28,TRUMP,76,2016,11/8/2016
Quinnipiac,9/8 - 9/13,9/13/2016,960 LV,40,57,-17,HRC,56,2016,11/8/2016
Quinnipiac,9/8 - 9/13,9/13/2016,960 LV,35,59,-24,TRUMP,56,2016,11/8/2016
Quinnipiac,11/17 - 11/20,11/20/2016,1071 RV,44,46,-2,TRUMP,1444,2020,11/3/2020
Quinnipiac,1/5 - 1/9,1/9/2017,899 RV,37,51,-14,TRUMP,1394,2020,11/3/2020
